"Metric Name","Type","Parent Metric","Experiment Group","Aggregate Func","control Value","control Exposure Volume","treatment1  Value","treatment1  Exposure Volume","treatment1  Absolute Impact","treatment1  Absolute Impact Confidence Interval","treatment1  Relative Impact","treatment1  Relative Impact Confidence Interval","treatment1  P Value","treatment1  Significance","treatment1  Coverage","treatment1  Relative Global Lift","treatment1  Absolute Global Lift","treatment2 Value","treatment2 Exposure Volume","treatment2 Absolute Impact","treatment2 Absolute Impact Confidence Interval","treatment2 Relative Impact","treatment2 Relative Impact Confidence Interval","treatment2 P Value","treatment2 Significance","treatment2 Coverage","treatment2 Relative Global Lift","treatment2 Absolute Global Lift"
"dbd_o_2_trials_per_cx_post_checkout","Metric","N/A","","mean","0.012740","4,557,035","0.012541","4,694,052","-0.000200","[-0.000344, -0.000056]","-0.015728","[-2.7025%, -0.4431%]","0.006358","Significant","0.417150","-0.006561","-0.000101","0.012642","4,555,963","-0.000098","[-0.000243, +0.000047]","-0.007684","[-1.9086%, +0.3719%]","0.186582","-","0.417150","-0.003205","-0.000049"
"dbd_o_2_trials_per_cx_pre_checkout","Metric","N/A","","mean","0.003613","4,557,035","0.003826","4,694,052","0.000213","[+0.000134, +0.000291]","0.058887","[+3.718%, +8.0594%]","0.000000","Significant","0.518210","0.030516","0.000107","0.003628","4,555,963","0.000015","[-0.000063, +0.000093]","0.004205","[-1.7377%, +2.5787%]","0.702576","-","0.518210","0.002179","0.000008"
"dbd_order_frequency","Metric","N/A","","mean","1.349132","439,742","1.351084","455,113","0.002103","[-0.00141, +0.005615]","0.001559","[-0.1045%, +0.4162%]","0.240659","-","0.446487","0.000696","0.001012","1.352415","440,109","0.002303","[-0.001241, +0.005848]","0.001707","[-0.092%, +0.4334%]","0.202778","-","0.446487","0.000762","0.001109"
"dbd_order_frequency_14d","Metric","N/A","","mean","1.349039","439,658","1.351017","455,024","0.002114","[-0.001397, +0.005626]","0.001567","[-0.1036%, +0.417%]","0.237986","-","0.446376","0.000700","0.001018","1.352352","440,035","0.002339","[-0.001204, +0.005883]","0.001734","[-0.0893%, +0.4361%]","0.195696","-","0.446376","0.000774","0.001126"
"dbd_order_frequency_28d","Metric","N/A","","mean","1.349164","439,684","1.351114","455,054","0.002092","[-0.001421, +0.005605]","0.001551","[-0.1053%, +0.4155%]","0.243122","-","0.446444","0.000692","0.001007","1.352428","440,070","0.002286","[-0.001258, +0.005831]","0.001695","[-0.0933%, +0.4322%]","0.206180","-","0.446444","0.000757","0.001101"
"dbd_order_frequency_7d","Metric","N/A","","mean","1.242233","381,398","1.245085","394,573","0.002976","[+0.000169, +0.005783]","0.002396","[+0.0136%, +0.4655%]","0.037725","Significant","0.356488","0.000854","0.001242","1.245626","381,600","0.002828","[-0.000001, +0.005657]","0.002276","[-0.0001%, +0.4554%]","0.050093","-","0.356488","0.000812","0.001181"
"dbd_order_rate","Metric","N/A","","mean","0.107697","5,508,685","0.108325","5,676,380","0.000658","[+0.000164, +0.001153]","0.006111","[+0.1519%, +1.0702%]","0.009093","Significant","0.446026","0.002726","0.003962","0.108082","5,507,000","0.000357","[-0.000141, +0.000855]","0.003317","[-0.1308%, +0.7941%]","0.159822","-","0.446026","0.001479","0.002150"
"dbd_order_rate_14d","Metric","N/A","","mean","0.107669","5,508,685","0.108299","5,676,380","0.000660","[+0.000166, +0.001154]","0.006131","[+0.1539%, +1.0722%]","0.008869","Significant","0.445914","0.002734","0.003974","0.108059","5,507,000","0.000362","[-0.000136, +0.00086]","0.003364","[-0.1261%, +0.7989%]","0.153954","-","0.445914","0.001500","0.002180"
"dbd_order_rate_28d","Metric","N/A","","mean","0.107686","5,508,685","0.108314","5,676,380","0.000658","[+0.000164, +0.001153]","0.006111","[+0.152%, +1.0703%]","0.009091","Significant","0.445980","0.002726","0.003962","0.108074","5,507,000","0.000360","[-0.000138, +0.000858]","0.003345","[-0.128%, +0.797%]","0.156331","-","0.445980","0.001492","0.002168"
"dbd_order_rate_7d","Metric","N/A","","mean","0.086007","5,508,685","0.086548","5,676,380","0.000562","[+0.000158, +0.000967]","0.006539","[+0.1837%, +1.1241%]","0.006414","Significant","0.356114","0.002329","0.003386","0.086314","5,507,000","0.000287","[-0.00012, +0.000694]","0.003339","[-0.1394%, +0.8073%]","0.166773","-","0.356114","0.001189","0.001729"
"dbd_pcc_load_latency_ios","Metric","N/A","","mean","0.415032","5,457,855","0.416521","5,623,680","0.001502","[+0.00099, +0.002013]","0.003618","[+0.2386%, +0.4851%]","0.000000","Significant","0.656805","0.002432","0.000986","0.416221","5,456,124","0.001266","[+0.000751, +0.00178]","0.003049","[+0.181%, +0.4289%]","0.000001","Significant","0.656805","0.002050","0.000831"
"dbd_post_checkout_order_rate","Metric","N/A","","mean","0.078089","5,508,685","0.077020","5,676,380","-0.001054","[-0.00145, -0.000658]","-0.013497","[-1.8564%, -0.843%]","0.000000","Significant","0.423885","-0.005721","-0.006345","0.077649","5,507,000","-0.000441","[-0.00084, -0.000041]","-0.005644","[-1.0757%, -0.0531%]","0.030506","Significant","0.423885","-0.002392","-0.002653"
"dbd_post_checkout_order_rate_14d","Metric","N/A","","mean","0.078068","5,508,685","0.076998","5,676,380","-0.001055","[-0.001451, -0.000659]","-0.013513","[-1.8581%, -0.8446%]","0.000000","Significant","0.423773","-0.005727","-0.006351","0.077632","5,507,000","-0.000437","[-0.000836, -0.000038]","-0.005594","[-1.0708%, -0.0481%]","0.032014","Significant","0.423773","-0.002371","-0.002629"
"dbd_post_checkout_order_rate_28d","Metric","N/A","","mean","0.078079","5,508,685","0.077009","5,676,380","-0.001055","[-0.001451, -0.000659]","-0.013512","[-1.8579%, -0.8444%]","0.000000","Significant","0.423833","-0.005727","-0.006351","0.077642","5,507,000","-0.000438","[-0.000837, -0.000038]","-0.005606","[-1.072%, -0.0493%]","0.031649","Significant","0.423833","-0.002376","-0.002635"
"dbd_post_checkout_order_rate_7d","Metric","N/A","","mean","0.062390","5,508,685","0.061650","5,676,380","-0.000729","[-0.001059, -0.000399]","-0.011689","[-1.6976%, -0.6402%]","0.000015","Significant","0.338974","-0.003962","-0.004390","0.062116","5,507,000","-0.000275","[-0.000607, +0.000058]","-0.004400","[-0.9734%, +0.0934%]","0.105917","-","0.338974","-0.001492","-0.001653"
"dbd_post_o2_vp_per_cx","Metric","N/A","","mean","-0.081293","5,508,685","-0.079561","5,676,380","0.001570","[-0.000498, +0.003638]","0.019314","[+0.6128%, -4.4756%]","0.136780","-","0.449784","-0.008687","0.009451","-0.080054","5,507,000","0.001290","[-0.000781, +0.003361]","0.015869","[+0.9611%, -4.1349%]","0.222212","-","0.449784","-0.007138","0.007766"
"dbd_postcheckout_search_avg_click_position","Metric","N/A","","mean","2.392793","69,050","2.408251","68,982","0.015743","[-0.057375, +0.088861]","0.006579","[-2.3978%, +3.7137%]","0.673023","-","0.465434","0.003092","0.007300","2.544777","67,422","0.152352","[-0.480247, +0.784952]","0.063671","[-20.0706%, +32.8048%]","0.636906","-","0.465434","0.037115","0.087627"
"dbd_postcheckout_search_back_button_ctr","Metric","N/A","","mean","0.251443","118,868","0.248828","118,542","-0.002596","[-0.005976, +0.000784]","-0.010324","[-2.3767%, +0.3118%]","0.132251","-","0.454562","-0.005692","-0.001178","0.251792","116,573","0.000307","[-0.003091, +0.003705]","0.001221","[-1.2292%, +1.4735%]","0.859385","-","0.454562","0.000673","0.000139"
"dbd_postcheckout_search_browse_button_ctr","Metric","N/A","","mean","0.489442","118,868","0.461766","118,542","-0.027604","[-0.060821, +0.005613]","-0.056399","[-12.4267%, +1.1468%]","0.103361","-","0.413171","-0.029856","-0.011578","0.475865","116,573","-0.013615","[-0.04783, +0.0206]","-0.027818","[-9.7724%, +4.2088%]","0.435430","-","0.413171","-0.014477","-0.005614"
"dbd_postcheckout_search_ctr","Metric","N/A","","mean","0.453172","4,482,003","0.457843","4,615,056","0.004678","[+0.001209, +0.008147]","0.010323","[+0.2667%, +1.7978%]","0.008220","Significant","0.457318","0.004668","0.002090","0.454464","4,481,216","0.001298","[-0.002178, +0.004773]","0.002863","[-0.4807%, +1.0533%]","0.464355","-","0.457318","0.001304","0.000584"
"dbd_postcheckout_search_nsr","Metric","N/A","","mean","0.141122","4,482,003","0.144842","4,615,056","0.003670","[+0.00078, +0.006559]","0.026004","[+0.5529%, +4.6479%]","0.012800","Significant","0.457318","0.011143","0.001639","0.143656","4,481,216","0.002495","[-0.000389, +0.005379]","0.017680","[-0.2757%, +3.8118%]","0.089976","-","0.457318","0.007627","0.001122"
"dbd_postcheckout_searched","Metric","N/A","","mean","0.011021","4,482,003","0.010643","4,615,056","-0.000378","[-0.000472, -0.000284]","-0.034286","[-4.2809%, -2.5762%]","0.000000","Significant","0.449536","-0.015729","-0.000170","0.010768","4,481,216","-0.000253","[-0.000348, -0.000159]","-0.022992","[-3.1595%, -1.4388%]","0.000000","Significant","0.449536","-0.010547","-0.000114"
"dbd_pre_checkout_order_rate","Metric","N/A","","mean","0.029608","5,508,685","0.031305","5,676,380","0.001720","[+0.001448, +0.001993]","0.058107","[+4.8905%, +6.731%]","0.000000","Significant","0.517289","0.030058","0.010356","0.030433","5,507,000","0.000808","[+0.000534, +0.001081]","0.027276","[+1.8044%, +3.6508%]","0.000000","Significant","0.517289","0.014110","0.004861"
"dbd_pre_checkout_order_rate_14d","Metric","N/A","","mean","0.029601","5,508,685","0.031300","5,676,380","0.001722","[+0.00145, +0.001995]","0.058188","[+4.8986%, +6.7391%]","0.000000","Significant","0.517176","0.030094","0.010368","0.030427","5,507,000","0.000809","[+0.000535, +0.001082]","0.027317","[+1.8085%, +3.6549%]","0.000000","Significant","0.517176","0.014127","0.004868"
"dbd_pre_checkout_order_rate_28d","Metric","N/A","","mean","0.029607","5,508,685","0.031305","5,676,380","0.001721","[+0.001449, +0.001994]","0.058143","[+4.894%, +6.7346%]","0.000000","Significant","0.517272","0.030076","0.010363","0.030432","5,507,000","0.000808","[+0.000534, +0.001081]","0.027277","[+1.8045%, +3.6509%]","0.000000","Significant","0.517272","0.014110","0.004861"
"dbd_pre_checkout_order_rate_7d","Metric","N/A","","mean","0.023617","5,508,685","0.024898","5,676,380","0.001298","[+0.001076, +0.001519]","0.054949","[+4.5573%, +6.4325%]","0.000000","Significant","0.411018","0.022585","0.007812","0.024198","5,507,000","0.000569","[+0.000347, +0.000791]","0.024075","[+1.4675%, +3.3474%]","0.000001","Significant","0.411018","0.009895","0.003423"
"dbd_total_o2_gmv_1pc","Metric","N/A","","mean","0.044969","5,508,685","0.044408","5,676,380","-0.000495","[-0.001978, +0.000988]","-0.011004","[-4.3976%, +2.1967%]","0.513030","-","0.459105","-0.005052","-0.000299","0.043880","5,507,000","-0.001216","[-0.002695, +0.000263]","-0.027040","[-5.993%, +0.5851%]","0.107115","-","0.459105","-0.012414","-0.000736"
"dbd_total_o2_gmv_3pc","Metric","N/A","","mean","0.391555","5,508,685","0.391449","5,676,380","-0.000468","[-0.004632, +0.003695]","-0.001196","[-1.1829%, +0.9437%]","0.825517","-","0.414880","-0.000496","-0.000283","0.394574","5,507,000","0.002278","[-0.001932, +0.006487]","0.005817","[-0.4935%, +1.6568%]","0.288963","-","0.414880","0.002413","0.001378"
"dbd_total_o2_gmv_alc","Metric","N/A","","mean","0.095543","5,508,685","0.098108","5,676,380","0.002292","[-0.00045, +0.005033]","0.023984","[-0.4712%, +5.268%]","0.101398","-","0.426550","0.010230","0.001387","0.097357","5,507,000","0.001788","[-0.000957, +0.004533]","0.018715","[-1.0014%, +4.7445%]","0.201673","-","0.426550","0.007983","0.001082"
"dbd_total_o2_gmv_flowers","Metric","N/A","","mean","0.001751","5,508,685","0.002019","5,676,380","0.000269","[-0.000137, +0.000674]","0.153378","[-7.8405%, +38.5161%]","0.194641","-","0.354964","0.054444","0.000162","0.002308","5,507,000","0.000557","[+0.000127, +0.000988]","0.318364","[+7.2634%, +56.4093%]","0.011107","Significant","0.354964","0.113008","0.000337"
"dbd_total_o2_gmv_grocery","Metric","N/A","","mean","0.227063","5,508,685","0.227987","5,676,380","0.001836","[-0.002482, +0.006154]","0.008086","[-1.093%, +2.7102%]","0.404614","-","0.413571","0.003344","0.001111","0.227647","5,507,000","0.000893","[-0.003439, +0.005226]","0.003935","[-1.5147%, +2.3017%]","0.686081","-","0.413571","0.001627","0.000541"
"dbd_total_o2_gmv_nv","Metric","N/A","","mean","0.820935","5,508,685","0.824909","5,676,380","0.004323","[-0.003131, +0.011777]","0.005266","[-0.3814%, +1.4346%]","0.255644","-","0.420750","0.002216","0.002616","0.826566","5,507,000","0.005067","[-0.002409, +0.012542]","0.006172","[-0.2934%, +1.5278%]","0.184051","-","0.420750","0.002597","0.003066"
"dbd_total_o2_gmv_pets","Metric","N/A","","mean","0.009405","5,508,685","0.009244","5,676,380","-0.000149","[-0.001117, +0.000819]","-0.015811","[-11.8713%, +8.7091%]","0.763300","-","0.434936","-0.006877","-0.000090","0.009334","5,507,000","-0.000091","[-0.001045, +0.000863]","-0.009699","[-11.1142%, +9.1744%]","0.851359","-","0.434936","-0.004218","-0.000055"
"dbd_total_o2_gmv_rx","Metric","N/A","","mean","1.339464","5,508,685","1.346424","5,676,380","0.007847","[-0.000567, +0.016262]","0.005859","[-0.0423%, +1.214%]","0.067559","-","0.452774","0.002653","0.004748","1.341343","5,507,000","0.003317","[-0.005134, +0.011767]","0.002476","[-0.3833%, +0.8785%]","0.441756","-","0.452774","0.001121","0.002007"
"dbd_total_o2_orders_1pc","Metric","N/A","","mean","0.002498","5,508,685","0.002472","5,676,380","-0.000025","[-0.000091, +0.000042]","-0.009969","[-3.6627%, +1.669%]","0.463608","-","0.472565","-0.004711","-0.000015","0.002447","5,507,000","-0.000052","[-0.000119, +0.000015]","-0.020658","[-4.7505%, +0.619%]","0.131528","-","0.472565","-0.009762","-0.000031"
"dbd_total_o2_orders_3pc","Metric","N/A","","mean","0.024096","5,508,685","0.024147","5,676,380","0.000057","[-0.000165, +0.000278]","0.002346","[-0.685%, +1.1543%]","0.617032","-","0.427043","0.001002","0.000034","0.024282","5,507,000","0.000176","[-0.000048, +0.0004]","0.007314","[-0.1991%, +1.6619%]","0.123415","-","0.427043","0.003123","0.000107"
"dbd_total_o2_orders_alc","Metric","N/A","","mean","0.003366","5,508,685","0.003472","5,676,380","0.000107","[+0.000027, +0.000187]","0.031852","[+0.8116%, +5.5588%]","0.008535","Significant","0.417182","0.013288","0.000065","0.003437","5,507,000","0.000071","[-0.00001, +0.000151]","0.020947","[-0.2885%, +4.478%]","0.084946","-","0.417182","0.008739","0.000043"
"dbd_total_o2_orders_flowers","Metric","N/A","","mean","0.000044","5,508,685","0.000048","5,676,380","0.000004","[-0.000004, +0.000012]","0.090981","[-9.1604%, +27.3566%]","0.328749","-","0.359280","0.032688","0.000002","0.000052","5,507,000","0.000008","[0, +0.000016]","0.181790","[-0.7064%, +37.0644%]","0.059206","-","0.359280","0.065313","0.000005"
"dbd_total_o2_orders_grocery","Metric","N/A","","mean","0.008592","5,508,685","0.008720","5,676,380","0.000133","[+0.000006, +0.000259]","0.015436","[+0.0687%, +3.0184%]","0.040240","Significant","0.414737","0.006402","0.000080","0.008658","5,507,000","0.000064","[-0.000063, +0.000192]","0.007471","[-0.7384%, +2.2326%]","0.324292","-","0.414737","0.003098","0.000039"
"dbd_total_o2_orders_nv","Metric","N/A","","mean","0.040560","5,508,685","0.040885","5,676,380","0.000340","[+0.000046, +0.000634]","0.008389","[+0.1142%, +1.5636%]","0.023283","Significant","0.427334","0.003585","0.000206","0.040892","5,507,000","0.000309","[+0.000012, +0.000605]","0.007615","[+0.0307%, +1.4923%]","0.041124","Significant","0.427334","0.003254","0.000187"
"dbd_total_o2_orders_pets","Metric","N/A","","mean","0.000237","5,508,685","0.000234","5,676,380","-0.000003","[-0.000022, +0.000016]","-0.012274","[-9.195%, +6.7402%]","0.762699","-","0.431127","-0.005292","-0.000002","0.000241","5,507,000","0.000004","[-0.000015, +0.000023]","0.016726","[-6.4314%, +9.7767%]","0.685824","-","0.431127","0.007211","0.000002"
"dbd_total_o2_orders_rx","Metric","N/A","","mean","0.069899","5,508,685","0.070219","5,676,380","0.000354","[-0.000043, +0.000751]","0.005068","[-0.0611%, +1.0748%]","0.080272","-","0.458678","0.002325","0.000214","0.069958","5,507,000","0.000058","[-0.000342, +0.000457]","0.000826","[-0.489%, +0.6542%]","0.777026","-","0.458678","0.000379","0.000035"
"doubledash_active_user","Metric","N/A","","mean","0.079827","5,508,685","0.080177","5,676,380","0.000369","[+0.00006, +0.000679]","0.004627","[+0.0748%, +0.8507%]","0.019407","Significant","0.480965","0.002225","0.002223","0.079918","5,507,000","0.000094","[-0.000217, +0.000406]","0.001182","[-0.2723%, +0.5088%]","0.552967","-","0.480965","0.000569","0.000568"
"doubledash_l_28_d_mau","Metric","N/A","","mean","0.135299","5,508,685","0.135543","5,676,380","0.000103","[-0.000278, +0.000484]","0.000765","[-0.2052%, +0.3581%]","0.594684","-","0.403314","0.000308","0.000308","0.135212","5,507,000","-0.000180","[-0.000563, +0.000204]","-0.001327","[-0.4163%, +0.1509%]","0.359192","-","0.403314","-0.000535","-0.000535"
"doubledash_l_28_d_post_checkout_mau","Metric","N/A","","mean","0.110027","5,508,685","0.109412","5,676,380","-0.000679","[-0.00103, -0.000328]","-0.006170","[-0.9358%, -0.2982%]","0.000149","Significant","0.386855","-0.002387","-0.002023","0.109843","5,507,000","-0.000136","[-0.00049, +0.000217]","-0.001239","[-0.4454%, +0.1977%]","0.450234","-","0.386855","-0.000479","-0.000406"
"doubledash_l_28_d_pre_checkout_mau","Metric","N/A","","mean","0.039257","5,508,685","0.040288","5,676,380","0.000919","[+0.000697, +0.00114]","0.023405","[+1.7767%, +2.9044%]","0.000000","Significant","0.451682","0.010572","0.002739","0.039348","5,507,000","-0.000072","[-0.000293, +0.00015]","-0.001822","[-0.7471%, +0.3826%]","0.527157","-","0.451682","-0.000823","-0.000213"
"doubledash_post_checkout_active_user","Metric","N/A","","mean","0.062134","5,508,685","0.061459","5,676,380","-0.000660","[-0.000936, -0.000383]","-0.010616","[-1.5068%, -0.6164%]","0.000003","Significant","0.457096","-0.004853","-0.003971","0.061890","5,507,000","-0.000235","[-0.000514, +0.000044]","-0.003778","[-0.827%, +0.0715%]","0.099346","-","0.457096","-0.001727","-0.001413"
"doubledash_post_checkout_wau","Metric","N/A","","mean","0.037765","5,508,685","0.037272","5,676,380","-0.000473","[-0.000692, -0.000254]","-0.012529","[-1.8324%, -0.6734%]","0.000023","Significant","0.211672","-0.002652","-0.002196","0.037550","5,507,000","-0.000202","[-0.000423, +0.000019]","-0.005358","[-1.1206%, +0.049%]","0.072547","-","0.211672","-0.001134","-0.000939"
"doubledash_pre_checkout_active_user","Metric","N/A","","mean","0.022401","5,508,685","0.023481","5,676,380","0.001085","[+0.000913, +0.001257]","0.048438","[+4.0764%, +5.6111%]","0.000000","Significant","0.548267","0.026557","0.006532","0.022700","5,507,000","0.000295","[+0.000123, +0.000467]","0.013166","[+0.55%, +2.0832%]","0.000762","Significant","0.548267","0.007219","0.001775"
"doubledash_pre_checkout_wau","Metric","N/A","","mean","0.013248","5,508,685","0.013915","5,676,380","0.000678","[+0.000545, +0.000812]","0.051192","[+4.1119%, +6.1265%]","0.000000","Significant","0.244724","0.012528","0.003147","0.013441","5,507,000","0.000200","[+0.000067, +0.000333]","0.015092","[+0.5029%, +2.5154%]","0.003287","Significant","0.244724","0.003693","0.000928"
"doubledash_wau","Metric","N/A","","mean","0.049096","5,508,685","0.049256","5,676,380","0.000187","[-0.00006, +0.000435]","0.003811","[-0.123%, +0.8851%]","0.138383","-","0.227883","0.000868","0.000868","0.049079","5,507,000","-0.000002","[-0.000251, +0.000247]","-0.000041","[-0.5114%, +0.5033%]","0.987446","-","0.227883","-0.000009","-0.000009"
"dsmp_gov","Metric","N/A","","mean","3702.113688","4,647,978","3701.650823","4,787,334","0.079636","[-2.716738, +2.876009]","0.000022","[-0.0734%, +0.0777%]","0.955488","-","0.428006","0.000009","0.034094","3702.199172","4,646,237","0.001447","[-2.802705, +2.805598]","0.000000","[-0.0757%, +0.0758%]","0.999193","-","0.428006","0.000000","0.000619"
"dsmp_mx_trial_rate","Metric","N/A","","mean","0.552186","5,508,685","0.551644","5,676,380","-0.000479","[-0.001492, +0.000534]","-0.000868","[-0.2702%, +0.0967%]","0.353998","-","0.417583","-0.000362","-0.000465","0.551489","5,507,000","-0.000550","[-0.001571, +0.00047]","-0.000997","[-0.2845%, +0.0852%]","0.290597","-","0.417583","-0.000416","-0.000534"
"dsmp_mx_trial_rate_14d","Metric","N/A","","mean","0.548816","5,508,685","0.548299","5,676,380","-0.000454","[-0.001466, +0.000557]","-0.000828","[-0.267%, +0.1015%]","0.378492","-","0.415040","-0.000344","-0.000441","0.548142","5,507,000","-0.000528","[-0.001546, +0.000491]","-0.000962","[-0.2818%, +0.0894%]","0.309784","-","0.415040","-0.000399","-0.000512"
"dsmp_mx_trial_rate_28d","Metric","N/A","","mean","0.548855","5,508,685","0.548342","5,676,380","-0.000450","[-0.001462, +0.000561]","-0.000821","[-0.2663%, +0.1022%]","0.382764","-","0.415070","-0.000341","-0.000437","0.548188","5,507,000","-0.000521","[-0.00154, +0.000498]","-0.000949","[-0.2805%, +0.0907%]","0.316319","-","0.415070","-0.000394","-0.000505"
"dsmp_mx_trial_rate_7d","Metric","N/A","","mean","0.474299","5,508,685","0.473612","5,676,380","-0.000643","[-0.00153, +0.000244]","-0.001355","[-0.3225%, +0.0515%]","0.155447","-","0.358682","-0.000486","-0.000623","0.473755","5,507,000","-0.000441","[-0.001335, +0.000453]","-0.000930","[-0.2814%, +0.0954%]","0.333521","-","0.358682","-0.000333","-0.000427"
"dsmp_order_rate","Metric","N/A","","mean","2.573508","5,508,685","2.573650","5,676,380","0.000252","[-0.002593, +0.003098]","0.000098","[-0.1007%, +0.1204%]","0.861950","-","0.428048","0.000042","0.000148","2.573263","5,507,000","-0.000285","[-0.003147, +0.002578]","-0.000111","[-0.1223%, +0.1002%]","0.845432","-","0.428048","-0.000047","-0.000167"
"dsmp_perc_mx_trialers","Metric","N/A","","mean","0.252049","4,647,893","0.251841","4,787,246","-0.000217","[-0.000633, +0.000199]","-0.000860","[-0.251%, +0.0791%]","0.307370","-","0.423909","-0.000359","-0.000092","0.251765","4,646,161","-0.000312","[-0.000731, +0.000107]","-0.001239","[-0.2902%, +0.0424%]","0.144114","-","0.423909","-0.000517","-0.000132"
"dsmp_same_day_conversion","Metric","N/A","","mean","0.520320","4,253,020","0.520016","4,384,433","-0.000275","[-0.000709, +0.000159]","-0.000528","[-0.1363%, +0.0306%]","0.214738","-","","","","0.520049","4,252,681","-0.000293","[-0.00073, +0.000145]","-0.000562","[-0.1403%, +0.0278%]","0.189733","-","","",""
"groc_active_users","Metric","N/A","","mean","0.062882","5,508,685","0.062862","5,676,380","-0.000041","[-0.000307, +0.000226]","-0.000647","[-0.4885%, +0.359%]","0.764587","-","0.435507","-0.000282","-0.000282","0.062982","5,507,000","-0.000014","[-0.000283, +0.000254]","-0.000226","[-0.4497%, +0.4046%]","0.917531","-","0.435507","-0.000098","-0.000098"
"is_fsg_power_user_0","Dimension","groc_active_users","","mean","0.062471","5,397,057","0.062495","5,561,643","0.000001","[-0.000277, +0.000279]","0.000015","[-0.4441%, +0.447%]","0.994897","-","0.370761","0.000005","0.000005","0.062655","5,394,599","0.000130","[-0.00015, +0.000411]","0.002086","[-0.2406%, +0.6577%]","0.362833","-","0.370761","0.000773","0.000773"
"is_fsg_power_user_1","Dimension","groc_active_users","","mean","0.732895","93,611","0.734707","96,056","0.001754","[-0.002172, +0.00568]","0.002393","[-0.2964%, +0.7751%]","0.381283","-","0.075517","0.000181","0.000181","0.733167","94,250","0.000256","[-0.003693, +0.004206]","0.000350","[-0.5039%, +0.5739%]","0.898727","-","0.075517","0.000026","0.000026"
"is_new_grocery_user_0","Dimension","groc_active_users","","mean","0.158924","2,171,561","0.158942","2,236,907","-0.000016","[-0.000661, +0.000629]","-0.000103","[-0.4161%, +0.3955%]","0.960299","-","0.379443","-0.000039","-0.000039","0.159500","2,170,295","0.000324","[-0.000327, +0.000974]","0.002036","[-0.2056%, +0.6127%]","0.329480","-","0.379443","0.000772","0.000772"
"is_new_grocery_user_1","Dimension","groc_active_users","","mean","0.018273","3,319,574","0.018306","3,421,287","0.000033","[-0.00017, +0.000235]","0.001783","[-0.929%, +1.2855%]","0.752311","-","0.066714","0.000119","0.000119","0.018363","3,319,001","0.000090","[-0.000114, +0.000294]","0.004931","[-0.6233%, +1.6096%]","0.386646","-","0.066714","0.000329","0.000329"
"groc_active_users_14d","Metric","N/A","","mean","0.059164","5,508,685","0.059195","5,676,380","0.000031","[-0.00023, +0.000292]","0.000524","[-0.3894%, +0.4941%]","0.816298","-","0.409800","0.000215","0.000215","0.059255","5,507,000","0.000098","[-0.000166, +0.000361]","0.001650","[-0.2801%, +0.6102%]","0.467400","-","0.409800","0.000676","0.000676"
"is_fsg_power_user_0","Dimension","groc_active_users_14d","","mean","0.058484","5,397,057","0.058535","5,561,643","0.000067","[-0.000205, +0.000338]","0.001139","[-0.3499%, +0.5777%]","0.630237","-","0.347094","0.000395","0.000395","0.058625","5,394,599","0.000191","[-0.000082, +0.000464]","0.003266","[-0.1408%, +0.7941%]","0.170863","-","0.347094","0.001134","0.001133"
"is_fsg_power_user_1","Dimension","groc_active_users_14d","","mean","0.708218","93,611","0.709836","96,056","0.001170","[-0.002853, +0.005194]","0.001653","[-0.4029%, +0.7334%]","0.568599","-","0.072973","0.000121","0.000121","0.709231","94,250","0.000643","[-0.0034, +0.004687]","0.000908","[-0.4801%, +0.6618%]","0.755195","-","0.072973","0.000066","0.000066"
"is_new_grocery_user_0","Dimension","groc_active_users_14d","","mean","0.149848","2,171,561","0.149961","2,236,907","0.000150","[-0.000485, +0.000785]","0.001002","[-0.3236%, +0.5241%]","0.643033","-","0.357767","0.000359","0.000358","0.150386","2,170,295","0.000570","[-0.00007, +0.001211]","0.003807","[-0.0465%, +0.8079%]","0.080730","-","0.357767","0.001362","0.001361"
"is_new_grocery_user_1","Dimension","groc_active_users_14d","","mean","0.017033","3,319,574","0.017040","3,421,287","0.000007","[-0.000188, +0.000203]","0.000429","[-1.1043%, +1.1901%]","0.941607","-","0.062185","0.000027","0.000027","0.017093","3,319,001","0.000060","[-0.000137, +0.000257]","0.003543","[-0.8025%, +1.511%]","0.548313","-","0.062185","0.000220","0.000220"
"groc_pre_inflated_spend_per_active_cx","Metric","N/A","","mean","63.596546","346,397","63.477082","356,826","-0.171925","[-0.494174, +0.150323]","-0.002703","[-0.777%, +0.2364%]","0.295711","-","0.435609","-0.001052","-0.074892","63.365689","346,842","-0.370732","[-0.69084, -0.050624]","-0.005829","[-1.0863%, -0.0796%]","0.023212","Significant","0.435609","-0.002269","-0.161494"
"is_new_grocery_user_0","Dimension","groc_pre_inflated_spend_per_active_cx","","mean","67.781849","345,113","67.670646","355,538","-0.110091","[-0.460738, +0.240557]","-0.001624","[-0.6797%, +0.3549%]","0.538318","-","0.379701","-0.000592","-0.041802","67.486932","346,162","-0.330384","[-0.676567, +0.015799]","-0.004874","[-0.9982%, +0.0233%]","0.061413","-","0.379701","-0.001777","-0.125447"
"is_new_grocery_user_1","Dimension","groc_pre_inflated_spend_per_active_cx","","mean","36.467517","60,659","36.487466","62,629","0.019210","[-0.498777, +0.537198]","0.000527","[-1.3677%, +1.4731%]","0.942054","-","0.066826","0.000018","0.001284","36.385058","60,947","-0.087276","[-0.590484, +0.415932]","-0.002393","[-1.6192%, +1.1406%]","0.733906","-","0.066826","-0.000083","-0.005832"
