"Metric Name","Type","Parent Metric","Experiment Group","Aggregate Func","control Value","control Exposure Volume","doubledash-us-treatment-min-119-119 Value","doubledash-us-treatment-min-119-119 Exposure Volume","doubledash-us-treatment-min-119-119 Absolute Impact","doubledash-us-treatment-min-119-119 Absolute Impact Confidence Interval","doubledash-us-treatment-min-119-119 Relative Impact","doubledash-us-treatment-min-119-119 Relative Impact Confidence Interval","doubledash-us-treatment-min-119-119 P Value","doubledash-us-treatment-min-119-119 Significance","doubledash-us-treatment-min-119-119 Coverage","doubledash-us-treatment-min-119-119 Relative Global Lift","doubledash-us-treatment-min-119-119 Absolute Global Lift","doubledash-us-treatment-min-99-99 Value","doubledash-us-treatment-min-99-99 Exposure Volume","doubledash-us-treatment-min-99-99 Absolute Impact","doubledash-us-treatment-min-99-99 Absolute Impact Confidence Interval","doubledash-us-treatment-min-99-99 Relative Impact","doubledash-us-treatment-min-99-99 Relative Impact Confidence Interval","doubledash-us-treatment-min-99-99 P Value","doubledash-us-treatment-min-99-99 Significance","doubledash-us-treatment-min-99-99 Coverage","doubledash-us-treatment-min-99-99 Relative Global Lift","doubledash-us-treatment-min-99-99 Absolute Global Lift"
"account_or_system_push_opt_out","Metric","N/A","","mean","0.005996","8,842,901","0.006049","8,587,219","0.000053","[-0.00002, +0.000126]","0.008818","[-0.3298%, +2.0935%]","0.153726","-","","","","0.006017","8,585,404","0.000021","[-0.000051, +0.000094]","0.003575","[-0.8525%, +1.5676%]","0.562544","-","","",""
"active_share_7d","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"ads_promotion_promotion_cx_discount","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"ads_revenue","Metric","N/A","","mean","1.062749","8,842,901","1.062839","8,587,219","0.000382","[-0.002354, +0.003119]","0.000360","[-0.2215%, +0.2935%]","0.784327","-","0.620278","0.000223","0.001274","1.065135","8,585,404","0.002217","[-0.000543, +0.004978]","0.002087","[-0.0511%, +0.4684%]","0.115367","-","0.620278","0.001294","0.007391"
"avg_dat_mins","Metric","N/A","","mean","1187.168471","6,699,270","1187.078126","6,505,731","-0.088306","[-0.542137, +0.365524]","-0.000074","[-0.0457%, +0.0308%]","0.702929","-","0.582786","-0.000043","-0.051446","1187.254635","6,505,485","0.146314","[-0.307507, +0.600135]","0.000123","[-0.0259%, +0.0506%]","0.527450","-","0.582786","0.000072","0.085285"
"chex_ct_cancel_order","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"chex_ct_cart_page_conversion","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"chex_ct_cart_page_conversion_deliveries","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"chex_ct_checkout_page_load","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"chex_ct_place_order","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"cng_order_rate_nc","Metric","N/A","","mean","0.308894","8,842,901","0.308514","8,587,219","-0.000635","[-0.001545, +0.000275]","-0.002057","[-0.5003%, +0.089%]","0.171253","-","0.550045","-0.001131","-0.002423","0.309686","8,585,404","0.000004","[-0.000909, +0.000917]","0.000012","[-0.2944%, +0.2968%]","0.993580","-","0.550045","0.000007","0.000014"
"consumer_mto","Metric","N/A","","mean","0.049529","8,842,901","0.049513","8,587,219","-0.000007","[-0.000387, +0.000373]","-0.000140","[-0.7815%, +0.7535%]","0.971475","-","0.538559","-0.000075","-0.000101","0.049500","8,585,404","-0.000087","[-0.000465, +0.000291]","-0.001751","[-0.9384%, +0.5882%]","0.653022","-","0.538559","-0.000943","-0.001268"
"consumer_order_frequency_l_28_d","Metric","N/A","","mean","5.168875","8,842,901","5.166632","8,587,219","-0.003678","[-0.010131, +0.002775]","-0.000712","[-0.196%, +0.0537%]","0.263894","-","0.533447","-0.000284","-0.001962","5.172297","8,585,404","0.002224","[-0.004231, +0.008678]","0.000430","[-0.0819%, +0.1679%]","0.499501","-","0.533447","0.000172","0.001187"
"consumers_mau","Metric","N/A","","mean","0.812295","8,842,901","0.812468","8,587,219","0.000254","[-0.000093, +0.0006]","0.000312","[-0.0114%, +0.0739%]","0.151262","-","0.533447","0.000167","0.000082","0.812595","8,585,404","0.000326","[-0.00002, +0.000673]","0.000402","[-0.0025%, +0.0828%]","0.064793","-","0.533447","0.000214","0.000105"
"cx_app_quality_action_load_latency_android","Metric","N/A","","mean","0.013113","1,520,945","0.013156","1,478,227","0.000041","[-0.000076, +0.000159]","0.003155","[-0.5784%, +1.2093%]","0.489075","-","0.705156","0.002287","0.000029","0.013202","1,480,511","0.000080","[-0.000037, +0.000197]","0.006114","[-0.2821%, +1.5049%]","0.179861","-","0.705156","0.004432","0.000057"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_action_load_latency_android","","mean","0.679824","214","0.703518","190","0.023694","[-0.068627, +0.116014]","0.034852","[-10.0948%, +17.0653%]","0.614954","-","0.000005","0.000000","0.000000","0.682796","180","0.002972","[-0.093059, +0.099003]","0.004372","[-13.6886%, +14.563%]","0.951630","-","0.000005","0.000000","0.000000"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_action_load_latency_android","","mean","0.007207","1,502,093","0.007232","1,459,865","0.000025","[-0.000072, +0.000122]","0.003432","[-1.0019%, +1.6882%]","0.617055","-","0.419151","0.000813","0.000010","0.007246","1,462,484","0.000039","[-0.000057, +0.000136]","0.005462","[-0.7922%, +1.8846%]","0.423764","-","0.419151","0.001293","0.000017"
"action_dimension_cx_create_address","Dimension","cx_app_quality_action_load_latency_android","","mean","0.000000","50","0.033333","59","0.033333","[-0.012504, +0.07917]","","[]","0.154067","-","0.000001","0.000000","0.000000","0.103448","58","0.103448","[+0.024387, +0.182509]","","[]","0.010331","Significant","0.000001","0.000000","0.000000"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_action_load_latency_android","","mean","0.022200","785,448","0.022555","763,269","0.000355","[-0.000043, +0.000753]","0.015980","[-0.1956%, +3.3916%]","0.080774","-","0.083326","0.002318","0.000030","0.022449","764,763","0.000249","[-0.000145, +0.000644]","0.011225","[-0.6538%, +2.8989%]","0.215499","-","0.083326","0.001630","0.000021"
"action_dimension_cx_place_order","Dimension","cx_app_quality_action_load_latency_android","","mean","0.004882","1,303,323","0.004966","1,266,204","0.000084","[-0.000023, +0.000191]","0.017211","[-0.4653%, +3.9075%]","0.122870","-","0.131821","0.000868","0.000011","0.004917","1,268,385","0.000034","[-0.000078, +0.000147]","0.007057","[-1.6042%, +3.0155%]","0.549315","-","0.131821","0.000355","0.000005"
"action_dimension_cx_set_address","Dimension","cx_app_quality_action_load_latency_android","","mean","0.258669","1,305","0.253564","1,262","-0.005105","[-0.045353, +0.035143]","-0.019736","[-17.5332%, +13.586%]","0.803663","-","0.000036","0.000000","0.000000","0.277109","1,252","0.018440","[-0.022368, +0.059248]","0.071288","[-8.6474%, +22.905%]","0.375806","-","0.000036","0.000000","0.000000"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_action_load_latency_android","","mean","0.272913","1,202","0.285808","1,214","0.012896","[-0.027732, +0.053524]","0.047252","[-10.1616%, +19.6121%]","0.533868","-","0.000038","0.000000","0.000000","0.275770","1,189","0.002857","[-0.037497, +0.043212]","0.010470","[-13.7396%, +15.8335%]","0.889625","-","0.000038","0.000000","0.000000"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_action_load_latency_android","","mean","0.052410","718,736","0.052099","698,698","-0.000311","[-0.000914, +0.000292]","-0.005930","[-1.7437%, +0.5577%]","0.312491","-","0.070791","-0.001725","-0.000022","0.052525","700,387","0.000115","[-0.00049, +0.000721]","0.002197","[-0.9356%, +1.375%]","0.709359","-","0.070791","0.000640","0.000008"
"cx_app_quality_action_load_latency_ios","Metric","N/A","","mean","0.008399","6,497,965","0.008426","6,310,411","0.000027","[-0.000016, +0.00007]","0.003182","[-0.1953%, +0.8318%]","0.224572","-","0.702090","0.002228","0.000019","0.008398","6,305,897","-0.000003","[-0.000046, +0.00004]","-0.000347","[-0.5501%, +0.4807%]","0.894980","-","0.702090","-0.000243","-0.000002"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.011853","603,965","0.011888","586,456","0.000034","[-0.000335, +0.000404]","0.002906","[-2.825%, +3.4063%]","0.854926","-","0.004081","0.000000","0.000000","0.011699","585,695","-0.000154","[-0.000522, +0.000213]","-0.013007","[-4.4%, +1.7986%]","0.410762","-","0.004081","0.000000","0.000000"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.009235","6,354,225","0.009265","6,170,697","0.000030","[-0.000021, +0.000082]","0.003294","[-0.2254%, +0.8842%]","0.244606","-","0.390265","0.001409","0.000012","0.009229","6,166,376","-0.000006","[-0.000056, +0.000045]","-0.000632","[-0.6086%, +0.4822%]","0.820334","-","0.390265","-0.000270","-0.000002"
"action_dimension_cx_create_address","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.017790","926,302","0.017835","896,650","0.000045","[-0.000312, +0.000401]","0.002519","[-1.7526%, +2.2564%]","0.805461","-","0.006599","0.000000","0.000000","0.018008","896,686","0.000218","[-0.00014, +0.000576]","0.012238","[-0.7875%, +3.235%]","0.233036","-","0.006599","0.000171","0.000001"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.006812","3,554,101","0.006769","3,448,569","-0.000043","[-0.000181, +0.000095]","-0.006304","[-2.6582%, +1.3974%]","0.542327","-","0.087060","-0.000445","-0.000004","0.006862","3,448,485","0.000050","[-0.000097, +0.000197]","0.007327","[-1.42%, +2.8855%]","0.504706","-","0.087060","0.000517","0.000004"
"action_dimension_cx_place_order","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.000892","5,386,834","0.000886","5,231,735","-0.000006","[-0.000028, +0.000016]","-0.007127","[-3.19%, +1.7646%]","0.572822","-","0.112874","0.000000","0.000000","0.000888","5,229,691","-0.000005","[-0.000027, +0.000018]","-0.005353","[-3.0798%, +2.0091%]","0.680074","-","0.112874","0.000000","0.000000"
"action_dimension_cx_set_address","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.015615","1,211,236","0.015638","1,175,239","0.000023","[-0.000335, +0.000382]","0.001499","[-2.1444%, +2.4442%]","0.898095","-","0.014788","0.000000","0.000000","0.015488","1,175,065","-0.000127","[-0.000499, +0.000245]","-0.008146","[-3.1957%, +1.5666%]","0.502549","-","0.014788","-0.000224","-0.000002"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.015891","1,113,427","0.016041","1,081,834","0.000150","[-0.00009, +0.00039]","0.009455","[-0.5655%, +2.4565%]","0.220046","-","0.016393","0.000293","0.000002","0.015753","1,081,608","-0.000138","[-0.000377, +0.000101]","-0.008669","[-2.3707%, +0.6369%]","0.258531","-","0.016393","-0.000269","-0.000002"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.013444","3,160,638","0.013564","3,067,505","0.000120","[-0.000007, +0.000247]","0.008911","[-0.0523%, +1.8345%]","0.064121","-","0.070054","0.000997","0.000008","0.013459","3,066,936","0.000015","[-0.000112, +0.000142]","0.001121","[-0.8352%, +1.0594%]","0.816656","-","0.070054","0.000125","0.000001"
"cx_app_quality_action_load_latency_web","Metric","N/A","","mean","0.069591","123,417","0.070370","120,263","0.000803","[-0.001033, +0.002639]","0.011539","[-1.485%, +3.7927%]","0.391441","-","0.168812","0.001798","0.000136","0.070052","119,651","0.000487","[-0.001331, +0.002306]","0.007004","[-1.9126%, +3.3133%]","0.599347","-","0.168812","0.001082","0.000082"
"cx_app_quality_crash_android","Metric","N/A","","mean","0.000117","1,640,537","0.000115","1,593,786","-0.000002","[-0.000006, +0.000002]","-0.017305","[-5.4085%, +1.9475%]","0.356436","-","0.651700","-0.006860","-0.000001","0.000114","1,595,936","-0.000002","[-0.000007, +0.000002]","-0.019856","[-5.7581%, +1.7868%]","0.302244","-","0.651700","-0.007870","-0.000002"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_crash_android","","mean","0.000020","1,411,688","0.000019","1,371,439","-0.000001","[-0.000005, +0.000004]","-0.033877","[-24.7048%, +17.9294%]","0.755439","-","0.097938","0.000000","0.000000","0.000018","1,374,217","-0.000002","[-0.000006, +0.000002]","-0.120035","[-32.0691%, +8.062%]","0.241003","-","0.097938","0.000000","0.000000"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_crash_android","","mean","0.000083","1,426,389","0.000089","1,385,791","0.000006","[-0.000003, +0.000014]","0.068372","[-3.5125%, +17.1869%]","0.195393","-","0.121945","0.000000","0.000000","0.000094","1,387,284","0.000010","[0, +0.000021]","0.123825","[-0.4357%, +25.2006%]","0.058312","-","0.121945","0.006565","0.000001"
"page_dimension_cx_item_page","Dimension","cx_app_quality_crash_android","","mean","0.000002","1,468,559","0.000002","1,428,264","0.000000","[-0.000001, +0.000001]","0.172856","[-41.5249%, +76.0961%]","0.564566","-","0.136038","0.000000","0.000000","0.000002","1,429,830","0.000000","[-0.000001, +0.000001]","-0.000034","[-44.1931%, +44.1863%]","0.999879","-","0.136038","0.000000","0.000000"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_crash_android","","mean","0.000872","1,506,859","0.000843","1,464,351","-0.000029","[-0.000063, +0.000005]","-0.033365","[-7.2288%, +0.5558%]","0.092939","-","0.070849","-0.010745","-0.000002","0.000836","1,466,497","-0.000037","[-0.00007, -0.000003]","-0.041850","[-8.0151%, -0.3548%]","0.032230","Significant","0.070849","-0.013481","-0.000003"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_crash_android","","mean","0.000001","1,339,909","0.000001","1,301,813","0.000000","[-0.000001, +0.000001]","0.168355","[-107.4192%, +141.0903%]","0.790579","-","0.072622","0.000000","0.000000","0.000001","1,303,874","0.000001","[-0.000001, +0.000002]","1.004614","[-97.7393%, +298.6621%]","0.320495","-","0.072622","0.000000","0.000000"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_crash_android","","mean","0.000043","596,722","0.000045","579,634","0.000002","[-0.000013, +0.000017]","0.052612","[-29.6773%, +40.1997%]","0.767886","-","0.011294","0.000000","0.000000","0.000045","580,781","0.000003","[-0.000012, +0.000018]","0.065378","[-29.1257%, +42.2014%]","0.719371","-","0.011294","0.000000","0.000000"
"page_dimension_cx_store_page","Dimension","cx_app_quality_crash_android","","mean","0.000000","1,446,937","0.000000","1,405,480","0.000000","[0, +0.000001]","3.989283","[-239.4753%, +1,037.3318%]","0.220669","-","0.094282","0.000000","0.000000","0.000000","1,407,714","0.000000","[0, +0.000001]","2.999193","[-103.7362%, +703.5747%]","0.145318","-","0.094282","0.000000","0.000000"
"cx_app_quality_crash_ios","Metric","N/A","","mean","0.000025","7,145,758","0.000025","6,938,739","0.000000","[-0.000001, +0.000001]","-0.005599","[-3.7648%, +2.645%]","0.732053","-","0.653439","0.000000","0.000000","0.000025","6,934,660","0.000000","[-0.000001, +0.000001]","-0.006306","[-3.7818%, +2.5206%]","0.694911","-","0.653439","0.000000","0.000000"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_crash_ios","","mean","0.000069","3,005,291","0.000066","2,918,579","-0.000004","[-0.000009, +0.000002]","-0.054124","[-13.5578%, +2.733%]","0.192800","-","0.023050","0.000000","0.000000","0.000069","2,915,772","-0.000001","[-0.000007, +0.000005]","-0.013315","[-9.904%, +7.2411%]","0.760814","-","0.023050","0.000000","0.000000"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_crash_ios","","mean","0.000008","6,889,551","0.000007","6,691,370","0.000000","[-0.000001, 0]","-0.038965","[-11.9269%, +4.134%]","0.341606","-","0.231511","0.000000","0.000000","0.000008","6,687,242","0.000000","[-0.000001, +0.000001]","-0.015408","[-9.9788%, +6.8972%]","0.720424","-","0.231511","0.000000","0.000000"
"page_dimension_cx_item_page","Dimension","cx_app_quality_crash_ios","","mean","0.000027","6,367,636","0.000026","6,183,976","-0.000001","[-0.000003, +0.000001]","-0.039170","[-10.1611%, +2.3271%]","0.218876","-","0.119485","0.000000","0.000000","0.000026","6,180,000","-0.000001","[-0.000003, +0.000001]","-0.029873","[-9.174%, +3.1995%]","0.343963","-","0.119485","0.000000","0.000000"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_crash_ios","","mean","0.000021","6,329,117","0.000022","6,146,116","0.000001","[-0.000001, +0.000003]","0.037307","[-6.8022%, +14.2636%]","0.487551","-","0.049767","0.000000","0.000000","0.000022","6,140,443","0.000001","[-0.000001, +0.000003]","0.036830","[-6.8669%, +14.2328%]","0.493832","-","0.049767","0.000000","0.000000"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_crash_ios","","mean","0.000003","5,649,266","0.000003","5,486,911","0.000000","[-0.000001, +0.000001]","0.000560","[-24.4236%, +24.5357%]","0.996420","-","0.054730","0.000000","0.000000","0.000003","5,483,735","0.000000","[-0.000001, +0.000001]","-0.043235","[-28.5308%, +19.8838%]","0.726299","-","0.054730","0.000000","0.000000"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_crash_ios","","mean","0.000021","3,203,152","0.000022","3,104,456","0.000001","[-0.000003, +0.000005]","0.036895","[-15.5015%, +22.8804%]","0.706318","-","0.015637","0.000000","0.000000","0.000020","3,106,400","-0.000002","[-0.000005, +0.000002]","-0.073183","[-24.8743%, +10.2376%]","0.413915","-","0.015637","0.000000","0.000000"
"page_dimension_cx_store_page","Dimension","cx_app_quality_crash_ios","","mean","0.000059","6,586,907","0.000059","6,395,641","0.000001","[-0.000002, +0.000004]","0.013735","[-3.8087%, +6.5557%]","0.603423","-","0.117885","0.000000","0.000000","0.000059","6,393,019","0.000000","[-0.000002, +0.000003]","0.008329","[-4.1417%, +5.8075%]","0.742791","-","0.117885","0.000000","0.000000"
"cx_app_quality_crash_web","Metric","N/A","","mean","0.000382","170,692","0.000361","166,305","-0.000021","[-0.000085, +0.000042]","-0.055687","[-22.2127%, +11.0753%]","0.511980","-","0.173770","-0.004110","-0.000004","0.000396","165,978","0.000013","[-0.000057, +0.000083]","0.034324","[-14.9198%, +21.7845%]","0.713940","-","0.173770","0.002518","0.000002"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_crash_web","","mean","0.000080","106,478","0.000076","103,916","-0.000004","[-0.000047, +0.000039]","-0.051619","[-58.9554%, +48.6316%]","0.850819","-","0.038079","0.000000","0.000000","0.000062","103,160","-0.000018","[-0.00006, +0.000024]","-0.223000","[-74.9179%, +30.3178%]","0.406169","-","0.038079","0.000000","0.000000"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_crash_web","","mean","0.000247","137,998","0.000291","134,562","0.000044","[-0.000023, +0.000112]","0.178692","[-9.4797%, +45.2182%]","0.200334","-","0.054632","0.002677","0.000002","0.000292","133,696","0.000045","[-0.000029, +0.00012]","0.183253","[-11.9074%, +48.558%]","0.234826","-","0.054632","0.002733","0.000002"
"page_dimension_cx_item_page","Dimension","cx_app_quality_crash_web","","mean","0.000000","47,274","0.000000","45,994","0.000000","[0, 0]","","[]","1.000000","-","0.009500","0.000000","0.000000","0.000000","45,656","0.000000","[0, 0]","","[]","1.000000","-","0.009500","0.000000","0.000000"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_crash_web","","mean","0.000066","49,927","0.000050","49,133","-0.000015","[-0.00008, +0.00005]","-0.233046","[-122.2066%, +75.5974%]","0.644201","-","0.013348","0.000000","0.000000","0.000127","49,081","0.000061","[-0.000027, +0.000149]","0.930848","[-41.3259%, +227.4956%]","0.174669","-","0.013348","0.000000","0.000000"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_crash_web","","mean","0.000225","22,362","0.000248","22,015","0.000023","[-0.000179, +0.000225]","0.101186","[-79.7066%, +99.9438%]","0.825260","-","0.004868","0.000000","0.000000","0.000250","21,991","0.000025","[-0.000178, +0.000229]","0.113286","[-79.0905%, +101.7476%]","0.806020","-","0.004868","0.000000","0.000000"
"page_dimension_cx_store_page","Dimension","cx_app_quality_crash_web","","mean","0.001007","89,223","0.000896","87,246","-0.000111","[-0.000364, +0.000142]","-0.109958","[-36.1352%, +14.1436%]","0.391293","-","0.037273","-0.004555","-0.000004","0.000962","86,514","-0.000045","[-0.000321, +0.00023]","-0.044870","[-31.8421%, +22.868%]","0.747838","-","0.037273","-0.001858","-0.000002"
"cx_app_quality_hitch_android","Metric","N/A","","mean","0.087247","807,936","0.087691","785,311","0.000344","[-0.000219, +0.000907]","0.003939","[-0.2515%, +1.0392%]","0.231584","-","0.642892","0.002448","0.000221","0.087823","786,727","0.000396","[-0.000167, +0.000958]","0.004537","[-0.1909%, +1.0983%]","0.167765","-","0.642892","0.002820","0.000254"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_hitch_android","","mean","0.094653","699,401","0.094966","679,413","0.000313","[-0.000688, +0.001314]","0.003304","[-0.727%, +1.3877%]","0.540265","-","0.040223","0.000139","0.000013","0.095581","681,061","0.000928","[-0.000077, +0.001932]","0.009801","[-0.081%, +2.0412%]","0.070243","-","0.040223","0.000414","0.000037"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_hitch_android","","mean","0.139377","738,345","0.139768","717,274","0.000391","[-0.000672, +0.001455]","0.002808","[-0.482%, +1.0437%]","0.470574","-","0.106010","0.000460","0.000041","0.140199","718,611","0.000822","[-0.000239, +0.001883]","0.005896","[-0.1717%, +1.3509%]","0.129015","-","0.106010","0.000964","0.000087"
"page_dimension_cx_item_page","Dimension","cx_app_quality_hitch_android","","mean","0.047986","756,786","0.048594","736,076","0.000608","[-0.000087, +0.001303]","0.012672","[-0.1807%, +2.7151%]","0.086271","-","0.123682","0.000833","0.000075","0.048520","737,407","0.000534","[-0.000157, +0.001225]","0.011129","[-0.3277%, +2.5536%]","0.129989","-","0.123682","0.000731","0.000066"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_hitch_android","","mean","0.107462","745,918","0.108097","725,089","0.000635","[-0.000612, +0.001881]","0.005906","[-0.5695%, +1.7507%]","0.318357","-","0.070407","0.000496","0.000045","0.108452","726,293","0.000990","[-0.000265, +0.002245]","0.009211","[-0.2467%, +2.0889%]","0.122125","-","0.070407","0.000773","0.000070"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_hitch_android","","mean","0.056220","656,124","0.056577","637,081","0.000357","[-0.000205, +0.000918]","0.006342","[-0.3641%, +1.6325%]","0.213059","-","0.106923","0.000421","0.000038","0.056568","638,597","0.000348","[-0.000218, +0.000915]","0.006197","[-0.3883%, +1.6278%]","0.228223","-","0.106923","0.000412","0.000037"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_hitch_android","","mean","0.055276","473,694","0.055325","460,270","0.000049","[-0.000757, +0.000856]","0.000893","[-1.3703%, +1.5489%]","0.904589","-","0.025247","0.000014","0.000001","0.055200","460,964","-0.000076","[-0.000891, +0.00074]","-0.001367","[-1.6113%, +1.3378%]","0.855778","-","0.025247","-0.000021","-0.000002"
"page_dimension_cx_store_page","Dimension","cx_app_quality_hitch_android","","mean","0.097406","793,968","0.097779","771,756","0.000373","[-0.000409, +0.001154]","0.003827","[-0.4198%, +1.1852%]","0.350008","-","0.170411","0.000704","0.000064","0.097844","773,477","0.000437","[-0.000343, +0.001218]","0.004491","[-0.3524%, +1.2507%]","0.272088","-","0.170411","0.000825","0.000074"
"cx_app_quality_hitch_ios","Metric","N/A","","mean","0.214974","6,779,339","0.214904","6,582,546","-0.000036","[-0.000253, +0.00018]","-0.000169","[-0.1175%, +0.0837%]","0.742144","-","0.662258","-0.000112","-0.000024","0.214890","6,578,472","-0.000054","[-0.00027, +0.000162]","-0.000250","[-0.1256%, +0.0756%]","0.626018","-","0.662258","-0.000166","-0.000036"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_hitch_ios","","mean","0.252171","5,483,961","0.252075","5,325,779","-0.000096","[-0.000466, +0.000274]","-0.000379","[-0.1847%, +0.1088%]","0.612480","-","0.090624","-0.000041","-0.000009","0.252149","5,321,552","-0.000022","[-0.000392, +0.000348]","-0.000086","[-0.1553%, +0.1381%]","0.908417","-","0.090624","-0.000009","-0.000002"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_hitch_ios","","mean","0.189061","5,200,751","0.189053","5,048,883","-0.000008","[-0.000321, +0.000306]","-0.000041","[-0.17%, +0.1619%]","0.961632","-","0.117852","0.000000","0.000000","0.188942","5,047,351","-0.000119","[-0.000432, +0.000194]","-0.000628","[-0.2282%, +0.1027%]","0.457249","-","0.117852","-0.000065","-0.000014"
"page_dimension_cx_item_page","Dimension","cx_app_quality_hitch_ios","","mean","0.195304","6,040,527","0.195169","5,867,309","-0.000134","[-0.000432, +0.000163]","-0.000688","[-0.221%, +0.0833%]","0.375054","-","0.170019","-0.000107","-0.000023","0.195025","5,861,899","-0.000279","[-0.000575, +0.000017]","-0.001430","[-0.2945%, +0.0085%]","0.064324","-","0.170019","-0.000222","-0.000047"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_hitch_ios","","mean","0.238640","5,258,429","0.238753","5,107,064","0.000113","[-0.000274, +0.0005]","0.000475","[-0.1147%, +0.2096%]","0.566180","-","0.089702","0.000047","0.000010","0.238698","5,103,728","0.000058","[-0.00033, +0.000445]","0.000242","[-0.1381%, +0.1865%]","0.770248","-","0.089702","0.000024","0.000005"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_hitch_ios","","mean","0.223833","2,536,578","0.223733","2,460,492","-0.000100","[-0.000723, +0.000524]","-0.000445","[-0.3232%, +0.2341%]","0.754096","-","0.020085","-0.000009","-0.000002","0.223807","2,462,439","-0.000026","[-0.00065, +0.000598]","-0.000116","[-0.2904%, +0.2671%]","0.934826","-","0.020085","0.000000","0.000000"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_hitch_ios","","mean","0.224053","1,843,261","0.223692","1,784,942","-0.000361","[-0.001016, +0.000295]","-0.001610","[-0.4534%, +0.1314%]","0.280581","-","0.020316","-0.000034","-0.000007","0.223222","1,785,791","-0.000831","[-0.001485, -0.000177]","-0.003709","[-0.6628%, -0.0789%]","0.012785","Significant","0.020316","-0.000079","-0.000017"
"page_dimension_cx_store_page","Dimension","cx_app_quality_hitch_ios","","mean","0.218499","6,408,145","0.218373","6,223,273","-0.000126","[-0.000437, +0.000185]","-0.000578","[-0.2%, +0.0844%]","0.426004","-","0.153687","-0.000091","-0.000019","0.218601","6,217,799","0.000102","[-0.000209, +0.000414]","0.000468","[-0.0958%, +0.1893%]","0.520133","-","0.153687","0.000073","0.000016"
"cx_app_quality_homepage_backend_latency","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"cx_app_quality_homepage_backend_slo_burn","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"cx_app_quality_inp_web","Metric","N/A","","mean","0.178488","163,842","0.177463","159,823","-0.001123","[-0.003328, +0.001082]","-0.006291","[-1.8643%, +0.6062%]","0.318207","-","0.167994","-0.000933","-0.000189","0.177119","159,100","-0.001212","[-0.003414, +0.00099]","-0.006789","[-1.9125%, +0.5547%]","0.280753","-","0.167994","-0.001003","-0.000203"
